Image1,Image2,Method,Layer,Similarity
antoine-blanchard_boulevard-de-la-madeleine-2_constrast,antoine-blanchard_boulevard-de-la-madeleine-9_constrast,gram,conv1_1,0.976802
antoine-blanchard_boulevard-de-la-madeleine-2_constrast,antoine-blanchard_boulevard-de-la-madeleine-9_constrast,gram,conv1_2,0.979024
antoine-blanchard_boulevard-de-la-madeleine-2_constrast,antoine-blanchard_boulevard-de-la-madeleine-9_constrast,gram,conv2_1,0.989370
antoine-blanchard_boulevard-de-la-madeleine-2_constrast,antoine-blanchard_boulevard-de-la-madeleine-9_constrast,gram,conv2_2,0.982310
antoine-blanchard_boulevard-de-la-madeleine-2_constrast,antoine-blanchard_boulevard-de-la-madeleine-9_constrast,gram,conv3_1,0.964595
antoine-blanchard_boulevard-de-la-madeleine-2_constrast,antoine-blanchard_boulevard-de-la-madeleine-9_constrast,gram,conv3_2,0.967103
antoine-blanchard_boulevard-de-la-madeleine-2_constrast,antoine-blanchard_boulevard-de-la-madeleine-9_constrast,gram,conv3_3,0.966235
antoine-blanchard_boulevard-de-la-madeleine-2_constrast,antoine-blanchard_boulevard-de-la-madeleine-9_constrast,gram,conv3_4,0.985265
antoine-blanchard_boulevard-de-la-madeleine-2_constrast,antoine-blanchard_boulevard-de-la-madeleine-9_constrast,gram,conv4_1,0.969463
antoine-blanchard_boulevard-de-la-madeleine-2_constrast,antoine-blanchard_boulevard-de-la-madeleine-9_constrast,gram,conv4_2,0.974180
antoine-blanchard_boulevard-de-la-madeleine-2_constrast,antoine-blanchard_boulevard-de-la-madeleine-9_constrast,gram,conv4_3,0.970162
antoine-blanchard_boulevard-de-la-madeleine-2_constrast,antoine-blanchard_boulevard-de-la-madeleine-9_constrast,gram,conv4_4,0.982270
antoine-blanchard_boulevard-de-la-madeleine-2_constrast,antoine-blanchard_boulevard-de-la-madeleine-9_constrast,gram,conv5_1,0.939604
antoine-blanchard_boulevard-de-la-madeleine-2_constrast,antoine-blanchard_boulevard-de-la-madeleine-9_constrast,gram,conv5_2,0.959534
antoine-blanchard_boulevard-de-la-madeleine-2_constrast,antoine-blanchard_boulevard-de-la-madeleine-9_constrast,gram,conv5_3,0.955511
antoine-blanchard_boulevard-de-la-madeleine-2_constrast,antoine-blanchard_boulevard-de-la-madeleine-9_constrast,gram,conv5_4,0.977470
antoine-blanchard_boulevard-de-la-madeleine-2_constrast,antoine-blanchard_boulevard-de-la-madeleine-9_constrast,conv,conv1_1,0.353890
antoine-blanchard_boulevard-de-la-madeleine-2_constrast,antoine-blanchard_boulevard-de-la-madeleine-9_constrast,conv,conv1_2,0.159740
antoine-blanchard_boulevard-de-la-madeleine-2_constrast,antoine-blanchard_boulevard-de-la-madeleine-9_constrast,conv,conv2_1,0.371478
antoine-blanchard_boulevard-de-la-madeleine-2_constrast,antoine-blanchard_boulevard-de-la-madeleine-9_constrast,conv,conv2_2,0.252975
antoine-blanchard_boulevard-de-la-madeleine-2_constrast,antoine-blanchard_boulevard-de-la-madeleine-9_constrast,conv,conv3_1,0.397535
antoine-blanchard_boulevard-de-la-madeleine-2_constrast,antoine-blanchard_boulevard-de-la-madeleine-9_constrast,conv,conv3_2,0.375375
antoine-blanchard_boulevard-de-la-madeleine-2_constrast,antoine-blanchard_boulevard-de-la-madeleine-9_constrast,conv,conv3_3,0.355008
antoine-blanchard_boulevard-de-la-madeleine-2_constrast,antoine-blanchard_boulevard-de-la-madeleine-9_constrast,conv,conv3_4,0.474157
antoine-blanchard_boulevard-de-la-madeleine-2_constrast,antoine-blanchard_boulevard-de-la-madeleine-9_constrast,conv,conv4_1,0.620313
antoine-blanchard_boulevard-de-la-madeleine-2_constrast,antoine-blanchard_boulevard-de-la-madeleine-9_constrast,conv,conv4_2,0.650704
antoine-blanchard_boulevard-de-la-madeleine-2_constrast,antoine-blanchard_boulevard-de-la-madeleine-9_constrast,conv,conv4_3,0.658582
antoine-blanchard_boulevard-de-la-madeleine-2_constrast,antoine-blanchard_boulevard-de-la-madeleine-9_constrast,conv,conv4_4,0.748246
antoine-blanchard_boulevard-de-la-madeleine-2_constrast,antoine-blanchard_boulevard-de-la-madeleine-9_constrast,conv,conv5_1,0.732097
antoine-blanchard_boulevard-de-la-madeleine-2_constrast,antoine-blanchard_boulevard-de-la-madeleine-9_constrast,conv,conv5_2,0.795328
antoine-blanchard_boulevard-de-la-madeleine-2_constrast,antoine-blanchard_boulevard-de-la-madeleine-9_constrast,conv,conv5_3,0.812587
antoine-blanchard_boulevard-de-la-madeleine-2_constrast,antoine-blanchard_boulevard-de-la-madeleine-9_constrast,conv,conv5_4,0.882835
antoine-blanchard_boulevard-de-la-madeleine-2_constrast,antoine-blanchard_boulevard-de-la-madeleine-9_constrast,fc,fc1,0.741378
antoine-blanchard_boulevard-de-la-madeleine-2_constrast,antoine-blanchard_boulevard-de-la-madeleine-9_constrast,fc,fc2,0.780688
antoine-blanchard_boulevard-de-la-madeleine-2_constrast,antoine-blanchard_boulevard-de-la-madeleine-9_constrast,fc,fc3,0.554492
