Image1,Image2,Method,Layer,Similarity
antoine-blanchard_boulevard-de-la-madeleine-2_texture,antoine-blanchard_boulevard-de-la-madeleine-9_texture,gram,conv1_1,0.997297
antoine-blanchard_boulevard-de-la-madeleine-2_texture,antoine-blanchard_boulevard-de-la-madeleine-9_texture,gram,conv1_2,0.993311
antoine-blanchard_boulevard-de-la-madeleine-2_texture,antoine-blanchard_boulevard-de-la-madeleine-9_texture,gram,conv2_1,0.988987
antoine-blanchard_boulevard-de-la-madeleine-2_texture,antoine-blanchard_boulevard-de-la-madeleine-9_texture,gram,conv2_2,0.993750
antoine-blanchard_boulevard-de-la-madeleine-2_texture,antoine-blanchard_boulevard-de-la-madeleine-9_texture,gram,conv3_1,0.990629
antoine-blanchard_boulevard-de-la-madeleine-2_texture,antoine-blanchard_boulevard-de-la-madeleine-9_texture,gram,conv3_2,0.983954
antoine-blanchard_boulevard-de-la-madeleine-2_texture,antoine-blanchard_boulevard-de-la-madeleine-9_texture,gram,conv3_3,0.982306
antoine-blanchard_boulevard-de-la-madeleine-2_texture,antoine-blanchard_boulevard-de-la-madeleine-9_texture,gram,conv3_4,0.993024
antoine-blanchard_boulevard-de-la-madeleine-2_texture,antoine-blanchard_boulevard-de-la-madeleine-9_texture,gram,conv4_1,0.988157
antoine-blanchard_boulevard-de-la-madeleine-2_texture,antoine-blanchard_boulevard-de-la-madeleine-9_texture,gram,conv4_2,0.988275
antoine-blanchard_boulevard-de-la-madeleine-2_texture,antoine-blanchard_boulevard-de-la-madeleine-9_texture,gram,conv4_3,0.985940
antoine-blanchard_boulevard-de-la-madeleine-2_texture,antoine-blanchard_boulevard-de-la-madeleine-9_texture,gram,conv4_4,0.990715
antoine-blanchard_boulevard-de-la-madeleine-2_texture,antoine-blanchard_boulevard-de-la-madeleine-9_texture,gram,conv5_1,0.955777
antoine-blanchard_boulevard-de-la-madeleine-2_texture,antoine-blanchard_boulevard-de-la-madeleine-9_texture,gram,conv5_2,0.964519
antoine-blanchard_boulevard-de-la-madeleine-2_texture,antoine-blanchard_boulevard-de-la-madeleine-9_texture,gram,conv5_3,0.958256
antoine-blanchard_boulevard-de-la-madeleine-2_texture,antoine-blanchard_boulevard-de-la-madeleine-9_texture,gram,conv5_4,0.977779
antoine-blanchard_boulevard-de-la-madeleine-2_texture,antoine-blanchard_boulevard-de-la-madeleine-9_texture,conv,conv1_1,0.517234
antoine-blanchard_boulevard-de-la-madeleine-2_texture,antoine-blanchard_boulevard-de-la-madeleine-9_texture,conv,conv1_2,0.183079
antoine-blanchard_boulevard-de-la-madeleine-2_texture,antoine-blanchard_boulevard-de-la-madeleine-9_texture,conv,conv2_1,0.419288
antoine-blanchard_boulevard-de-la-madeleine-2_texture,antoine-blanchard_boulevard-de-la-madeleine-9_texture,conv,conv2_2,0.326893
antoine-blanchard_boulevard-de-la-madeleine-2_texture,antoine-blanchard_boulevard-de-la-madeleine-9_texture,conv,conv3_1,0.492720
antoine-blanchard_boulevard-de-la-madeleine-2_texture,antoine-blanchard_boulevard-de-la-madeleine-9_texture,conv,conv3_2,0.446121
antoine-blanchard_boulevard-de-la-madeleine-2_texture,antoine-blanchard_boulevard-de-la-madeleine-9_texture,conv,conv3_3,0.422933
antoine-blanchard_boulevard-de-la-madeleine-2_texture,antoine-blanchard_boulevard-de-la-madeleine-9_texture,conv,conv3_4,0.547584
antoine-blanchard_boulevard-de-la-madeleine-2_texture,antoine-blanchard_boulevard-de-la-madeleine-9_texture,conv,conv4_1,0.659793
antoine-blanchard_boulevard-de-la-madeleine-2_texture,antoine-blanchard_boulevard-de-la-madeleine-9_texture,conv,conv4_2,0.709198
antoine-blanchard_boulevard-de-la-madeleine-2_texture,antoine-blanchard_boulevard-de-la-madeleine-9_texture,conv,conv4_3,0.725722
antoine-blanchard_boulevard-de-la-madeleine-2_texture,antoine-blanchard_boulevard-de-la-madeleine-9_texture,conv,conv4_4,0.800206
antoine-blanchard_boulevard-de-la-madeleine-2_texture,antoine-blanchard_boulevard-de-la-madeleine-9_texture,conv,conv5_1,0.735170
antoine-blanchard_boulevard-de-la-madeleine-2_texture,antoine-blanchard_boulevard-de-la-madeleine-9_texture,conv,conv5_2,0.787840
antoine-blanchard_boulevard-de-la-madeleine-2_texture,antoine-blanchard_boulevard-de-la-madeleine-9_texture,conv,conv5_3,0.808149
antoine-blanchard_boulevard-de-la-madeleine-2_texture,antoine-blanchard_boulevard-de-la-madeleine-9_texture,conv,conv5_4,0.873755
antoine-blanchard_boulevard-de-la-madeleine-2_texture,antoine-blanchard_boulevard-de-la-madeleine-9_texture,fc,fc1,0.784964
antoine-blanchard_boulevard-de-la-madeleine-2_texture,antoine-blanchard_boulevard-de-la-madeleine-9_texture,fc,fc2,0.780167
antoine-blanchard_boulevard-de-la-madeleine-2_texture,antoine-blanchard_boulevard-de-la-madeleine-9_texture,fc,fc3,0.561526
